url,title,company,categories,raw_phrases,location_raw,location_cities,location_regions,location_countries,location_type,location_is_remote,applicant_location_requirements,location_sources
https://web3.career/0x-growth-lead-apac-0x/125025,"Web3 0x Growth Lead, APAC $150k - $200k in San Francisco",0x,,,"San Francisco, CA, United States","San Francisco, CA, United States",CA,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/2025-software-engineer-intern-fall-whatnot/104621,Web3 2025 Software Engineer Intern (Fall) $54k - $100k Remote,Whatnot,Computer Science / Software Engineering; Other / Unspecified,computer science or other related major graduating in dec 2025 or by summer 2026 problem solver and out of the box thinker willing to take risks and build product and systems for 1m; computer science or other related major graduating in dec 2025 or by summer 2026 problem solver and out of the box thinker willing to take risks and build product and systems for 1m; computer science or other related major graduating in dec 2025 or by summer 2026 problem solver and out of the box thinker willing to take risks and build product and systems for 1m; the us; the us; the us,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2026-graduate-software-developer-dv-commodities-dvtrading/107626,"Web3 2026 Graduate Software Developer, DV Commodities $94k - $96k Remote",Dvtrading,Computer Science / Software Engineering,computer science; computer science; computer science,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2026-graduate-trader-dv-commodities-dvtrading/107627,"Web3 2026 Graduate Trader, DV Commodities $32k - $60k Remote",Dvtrading,,,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2026-summer-internship-risk-management-dvtrading/112029,Web3 2026 Summer Internship - Risk Management $32k - $60k Remote,Dvtrading,Computer Science / Software Engineering,mathematics; mathematics; mathematics,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2026-summer-internship-software-development-dv-commodities-dvtrading/107628,"Web3 2026 Summer Internship - Software Development, DV Commodities $45k - $92k Remote",Dvtrading,Computer Science / Software Engineering,computer science; computer science; computer science,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2026-summer-internship-trading-dv-commodities-dvtrading/107629,"Web3 2026 Summer Internship - Trading, DV Commodities $32k - $60k Remote",Dvtrading,,,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/21shares-senior-software-engineer-21shares/133012,Web3 21Shares Senior Software Engineer $87k - $87k Remote,21shares,Computer Science / Software Engineering,computer engineering; computer engineering; computer engineering,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/2d-2d-artist-japan-limitbreak/108202,Web3 2D アーティスト - 2D Artist (Japan) in Tokyo,Limit Break,,,"Tokyo, Japan","Tokyo, Japan",,Japan,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-character-creature-artist-remote-revenue-share-3metad/103643,Web3 3D Character Creature Artist - Remote - Revenue Share $54k - $95k,3METAD,Design / UX,game design; game design; game design,"San Jose, CA, United States","San Jose, CA, United States",CA,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-designer-crypto-com/107235,Web3 3D Designer in Hong Kong,Crypto.com,Design / UX,designing trading or financial platforms,"Hong Kong, Hong Kong","Hong Kong, Hong Kong",,Hong Kong,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-director-japan-limitbreak/105266,Web3 3D Director (Japan) $72k - $150k in Tokyo,Limit Break,,,"Tokyo, Japan","Tokyo, Japan",,Japan,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-environment-artist-polygonalmind/104787,Web3 3D Environment Artist $45k - $80k in Zaragoza,Polygonal Mind,,,"Zaragoza, Spain","Zaragoza, Spain",,Spain,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-japan-limitbreak/105152,Web3 3Dディレクター（Japan） $21k - $28k in Tokyo,Limit Break,,,"Tokyo, Japan","Tokyo, Japan",,Japan,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/3d-product-motion-designer-micro-interactions-web3-caiz/105409,3D Product Motion Designer -Micro-Interactions +Web3 $79k - $112k Remote,Caiz,Design / UX,motion design; motion design; design; design; a experience designing consumer facing experiences for web and mobile excellence in ux thinking; design,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accelerator-program-manager-web3-incubation-cvvc/103375,Accelerator Program Manager (Web3 Incubation) $94k - $180k Remote,CV VC,,,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/account-admin-associate-figure/105972,Web3 Account Admin Associate $90k - $90k Remote,Figure,Finance / Economics / Business; Other / Unspecified,being a dependable and reliable team player customer service experience with loan products such as heloc; being a dependable and reliable team player customer service experience with loan products such as heloc; business; being a dependable and reliable team player customer service experience with loan products such as heloc,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-administration-associate-figure/96380,Web3 Account Administration Associate $54k - $90k Remote,Figure,Finance / Economics / Business; Other / Unspecified,being a dependable and reliable team player customer service experience with loan products such as heloc; being a dependable and reliable team player customer service experience with loan products such as heloc; business; being a dependable and reliable team player customer service experience with loan products such as heloc,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-director-brand-marketing-alliedglobalmarketing/138843,"Web3 Account Director, Brand Marketing $63k - $110k Remote",Alliedglobalmarketing,Other / Unspecified,stablecoins and payments,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-director-partnerships-alliedglobalmarketing/138346,"Web3 Account Director, Partnerships $140k - $180k Remote",Alliedglobalmarketing,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-alchemy/9280,Web3 Account Executive $63k - $90k in New York,Alchemy,,,"New York, NY, United States","New York, NY, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-api-coingecko/107121,Web3 Account Executive (API) $90k - $180k in Singapore,CoinGecko,Computer Science / Software Engineering; Marketing / Communications; Other / Unspecified,marketing; marketing; computer science; computer science; marketing; both asia and the u,"Singapore, Singapore","Singapore, Singapore",,Singapore,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-blockchain-security-threat-monitoring-chainalysis/103562,Web3 Account Executive - Blockchain Security & Threat Monitoring $113k - $151k United Kingdom,Chainalysis,Computer Science / Software Engineering; Other / Unspecified,computer science; computer science; python or go; europe and usastipend for hardware,"United Kingdom; London, United Kingdom","London, United Kingdom",,United Kingdom,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-blockstream/103286,Web3 Account Executive $31k - $41k Remote,Blockstream,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-crypto-native-fireblocks/122418,"Web3 Account Executive, Crypto Native $31k - $110k Remote",Fireblocks,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-crypto-native-fireblocks/133011,"Web3 Account Executive, Crypto-Native $31k - $110k Remote",Fireblocks,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-crypto-stablecoin-payments-shift4/107139,"Web3 Account Executive, Crypto & Stablecoin Payments $63k - $110k Remote",Shift4,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-enterprise-messari/106272,Web3 Account Executive - Enterprise $100k - $110k Remote,Messari,Finance / Economics / Business; Other / Unspecified,consultative or solution based sales approaches; consultative or solution based sales approaches; business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-event-sponsorship-sales-blockchain-futurist-conference/128985,"Web3 Account Executive, Event Sponsorship Sales Remote",Blockchain Futurist Conference,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-financial-institutions-and-banks-quicknode/104994,"Web3 Account Executive, Financial Institutions and Banks $224k - $249k United States",QuickNode,Engineering (Non-CS); Finance / Economics / Business; Mathematics / Statistics; Other / Unspecified,both tradfi and defi; solutions engineering; business; accounting; a quantitative discipline; class to life,"United States; New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States","New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-flipside-crypto/103863,Web3 Account Executive Remote,Flipside Crypto,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-french-speaking-whatnot/100503,Web3 Account Executive (French Speaking) $63k - $110k Remote,Whatnot,Finance / Economics / Business; Other / Unspecified,business; the us; the us; the us,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-german-speaking-p2p-org/107661,Web3 Account Executive (German Speaking) European Union,P2P. org,Engineering (Non-CS); Finance / Economics / Business; Other / Unspecified,a rapidly growing tech company environment; a rapidly growing tech company environment; business; custody tech; banking; both tradfi and defi; solutions engineering; a rapidly growing tech company environment,"London, United Kingdom; Krakow, Poland; United States; New York, United States; Los Angeles, United States","London, United Kingdom; Krakow, Poland; New York, United States; Los Angeles, United States",,United Kingdom; Poland; United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-german-speaking-whatnot/100973,Web3 Account Executive (German Speaking) $63k - $110k Remote,Whatnot,Finance / Economics / Business; Other / Unspecified,business; the us; the us; the us,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-gpu-cloud-infrastructure-ai-ml-focus-akashnetwork/106143,Web3 Account Executive – GPU Cloud Infrastructure (AI/ML Focus) $100k - $110k Remote,Overclock Labs,Computer Science / Software Engineering; Data Science / Analytics; Finance / Economics / Business; Other / Unspecified,computer science; machine learning or quantitative research; plain language and work with teams on change management to maximize adoption; asia,"Austin, TX, United States","Austin, TX, United States",TX,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-home-improvement-figure/105762,"Web3 Account Executive, Home Improvement $80k - $100k Remote",Figure,Finance / Economics / Business,business; business; business; business; business; business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-hong-kong-figment/96607,"Web3 Account Executive, Hong Kong $84k - $90k Remote",Figment,Finance / Economics / Business,business,"Hong Kong, Hong Kong; New York, United States","Hong Kong, Hong Kong; New York, United States",,Hong Kong; United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-inside-sales-whatnot/68420,Web3 Account Executive (Inside Sales) $115k - $160k Remote,Whatnot,Finance / Economics / Business,business,"New York, NY, United States; New York, United States","New York, NY, United States; New York, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-institutional-cointracker/107165,"Web3 Account Executive, Institutional $84k - $90k USA",CoinTracker,Engineering (Non-CS); Finance / Economics / Business; Mathematics / Statistics; Other / Unspecified,both tradfi and defi; solutions engineering; business; accounting; a quantitative discipline; class to life,"United States; New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States","New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-national-publicity-alliedglobalmarketing/137956,"Web3 Account Executive, National Publicity $63k - $110k Remote",Alliedglobalmarketing,Finance / Economics / Business; Marketing / Communications,communications; communications; business; communications; communications; communications,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-new-business-bcbgroup/106750,Web3 Account Executive (New Business) $63k - $110k Remote,Bcbgroup,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-north-america-figment/87412,"Web3 Account Executive, North America $85k - $125k Remote",Figment,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-professional-services-cointracker/106095,"Web3 Account Executive, Professional Services $84k - $90k USA",CoinTracker,Engineering (Non-CS); Finance / Economics / Business; Mathematics / Statistics; Other / Unspecified,both tradfi and defi; solutions engineering; business; accounting; a quantitative discipline; the us cointracker earns millions from premium customers hundreds of pitches to cpas; the uscointracker earns millions from premium customershundreds of pitches to cpas; the us cointracker earns millions from premium customers hundreds of pitches to cpas; class to life,"United States; New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States","New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-protocol-services-messari/106285,Web3 Account Executive - Protocol Services $100k - $11k Remote,Messari,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-sherlock/95335,Web3 Account Executive $100k - $150k Remote,Sherlock,Finance / Economics / Business; Other / Unspecified,business; the world choose sherlock for their security needs; crypto; crypto and convey the superiority of sherlock audits to them; crypto; the world choose sherlock for their security needs; crypto; crypto and convey the superiority of sherlock audits to them; crypto; the world choose sherlock for their security needs,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-shiftmarkets/114696,Web3 Account Executive $31k - $110k in New York,Shift Markets,Marketing / Communications,media and markets,"New York, NY, United States; New York, United States","New York, NY, United States; New York, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-solana-gtm-alchemy/125224,Web3 Account Executive - Solana GTM $122k - $180k in San Francisco,Alchemy,Computer Science / Software Engineering; Other / Unspecified,developer platforms; computer science technical discipline; computer science; computer science; computer science; computer science technical discipline; computer science; computer science,"San Francisco, CA, United States; San Francisco, United States","San Francisco, CA, United States; San Francisco, United States",CA,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-strategic-partnerships-alchemy/138345,"Web3 Account Executive, Strategic Partnerships $180k - $260k Remote",Alchemy,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-executive-web3-quicknode/107887,"Account Executive, Web3 $140k - $240k in Lisbon",QuickNode,Finance / Economics / Business,business,"Lisbon, Portugal","Lisbon, Portugal",,Portugal,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-management-analyst-falconx/110840,Web3 Account Management Analyst $77k - $150k Remote,Falconx,Computer Science / Software Engineering; Engineering (Non-CS); Finance / Economics / Business; Other / Unspecified,finance; engineering or technical project management; computer information systems; systems or quantitative analysis and business solutions development required willingness to develop industry related knowledge experience in annuity; risk management; the mitigation and resolution of issues,"Dallas, United States; New York, United States","Dallas, United States; New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-management-and-crypto-lead-coins/126775,Web3 Account Management and Crypto Lead $68k - $90k in Manila,Coins.ph,Computer Science / Software Engineering; Finance / Economics / Business; Other / Unspecified,customer escalations; customer escalations; business; finance; business; finance; computer science; business; coaching or mentoring operational teams across departments; southeast asia offering exchange and wallet services to our users; southeast asia offering exchange and wallet services to our users,"Manila, Philippines","Manila, Philippines",,Philippines,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-management-associate-coinbase/106244,"Web3 Account Management, Associate $112k - $132k Remote",Coinbase,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-management-associate-falconx/103295,Web3 Account Management Associate $63k - $75k Remote,Falconx,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-management-microsoft-advertising-inmobi/104072,Web3 Account Management - Microsoft Advertising $63k - $75k Remote,Inmobi,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-ai-ar-zaubar/123342,Web3 Account Manager (AI AR) Remote,ZAUBAR,Computer Science / Software Engineering; Data Science / Analytics; Finance / Economics / Business; Other / Unspecified,computer science; machine learning or quantitative research; plain language and work with teams on change management to maximize adoption; asia,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/account-manager-amer-crypto-com/107704,Web3 Account Manager - AMER $31k - $90k in Chicago,Crypto.com,Computer Science / Software Engineering; Engineering (Non-CS); Finance / Economics / Business,business; business; business; engineering; computer science or deep understanding of blockchain technology and defi exceptional communication and collaboration skills strong problem solving skills and the ability to work in a fast paced environment benefits bloxroute labs offers competitive salaries,"Chicago, IL, United States; Chicago, United States","Chicago, IL, United States; Chicago, United States",IL,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-bcbgroup/107685,Web3 Account Manager $63k - $75k Remote,Bcbgroup,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-bing-inmobi/104073,Web3 Account Manager - Bing $63k - $75k Remote,Inmobi,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-bitcoindepot/127568,Web3 Account Manager $31k - $41k Remote,Bitcoindepot,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-bookit-com-superlogic/107241,Web3 Account Manager - Bookit.com $140k - $160k in New York,Superlogic,Marketing / Communications,media and markets,"New York, NY, United States; New York, United States","New York, NY, United States; New York, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-crypto-clients-superlogic/105467,"Web3 Account Manager, Crypto Clients $63k - $75k Remote",Superlogic,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-crypto-institutions-robinhood/109822,Web3 Account Manager (Crypto Institutions) $72k - $85k in New York,Robinhood,Marketing / Communications,media and markets,"New York, NY, United States; New York, United States","New York, NY, United States; New York, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-crypto-market-3oaksgaming/106767,Web3 Account Manager - Crypto Market $90k - $112k Remote,3 Oaks Gaming,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-customer-onboarding-specialist-falconx/110841,Web3 Account Manager - Customer Onboarding Specialist $68k - $110k Remote,Falconx,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-for-payment-services-coins/138589,Web3 客户经理 – 支付服务 [Account Manager for Payment Services] $63k - $75k in Manila,Coins.ph,Computer Science / Software Engineering; Finance / Economics / Business; Other / Unspecified,business; finance; customer escalations; business; finance; computer science; business; coaching or mentoring operational teams across departments; southeast asia offering exchange and wallet services to our users; southeast asia offering exchange and wallet services to our users,"Manila, Philippines","Manila, Philippines",,Philippines,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-ki-softwareplattform-zaubar/137729,Web3 Account Manager (KI-Softwareplattform) $63k - $75k Remote,ZAUBAR,Finance / Economics / Business,business,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-p2p-org/104065,Web3 Account Manager UK,P2P. org,Finance / Economics / Business; Other / Unspecified,custody tech; finance; the job description; otc and a proven track record in sales trading; a quantitative or; london; traditional markets and the innovative and entrepreneurial culture of technology startups; the business; traditional markets and the innovative and entrepreneurial culture of technology startups,"United Kingdom; London, United Kingdom","London, United Kingdom",,United Kingdom,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-partnership-marketing-alliedglobalmarketing/100450,"Web3 Account Manager, Partnership Marketing $63k - $75k Remote",Alliedglobalmarketing,Other / Unspecified,stablecoins and payments,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-partnership-marketing-music-sports-alliedglobalmarketing/130074,"Web3 Account Manager, Partnership Marketing (Music + Sports) $63k - $75k Remote",Alliedglobalmarketing,Other / Unspecified,stablecoins and payments,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-sfox-connect-sfox/122484,Web3 Account Manager- sFox Connect $31k - $90k Remote,Sfox,Finance / Economics / Business,finance; finance; business; finance; finance; finance,"New York, United States","New York, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/account-manager-sports-and-predictions-crypto-com/139008,Web3 Account Manager - Sports and Predictions $100k - $145k United States,Crypto.com,Engineering (Non-CS); Finance / Economics / Business; Mathematics / Statistics; Other / Unspecified,both tradfi and defi; solutions engineering; business; accounting; a quantitative discipline; class to life,"United States; New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States; San Francisco, United States","New York, United States; Los Angeles, United States; Chicago, United States; Reno, United States; San Francisco, United States",,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-burklandassociates/137638,Web3 Accountant Remote,Burkland Associates,Finance / Economics / Business,accounting and a passion for helping startups thrive; accounting; accounting and a passion for helping startups thrive; accounting; accounting and a passion for helping startups thrive; accounting,Sri Lanka,,,Sri Lanka,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-chainlinklabs/137783,Web3 Accountant $68k - $78k United States,Chainlink Labs,Finance / Economics / Business,accounting; accounting; accounting,United States,,,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-coinhako/127735,Web3 Accountant $85k - $102k Ho Chi Minh Ho Chi Minh Vietnam,Coinhako,,,Vietnam,,,Vietnam,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-copy-seedify-fund/116644,Web3 Accountant (copy) $84k - $88k in Lisbon,Seedify,Finance / Economics / Business,accounting; accounting; accounting,"Lisbon, Portugal","Lisbon, Portugal",,Portugal,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-digital-assets-avalabs/104556,Web3 Accountant - Digital Assets $90k - $112k Remote,Avalabs,,,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accountant-fcm-coinbase/105922,"Web3 Accountant, FCM $108k - $127k Remote",Coinbase,Finance / Economics / Business,accounting or cpa required minimum of 3 years of big 4 accounting experience or fcm accounting experience familiarity with futures exchange / cftc / nfa rules and regulations as they apply to a registered futures commission merchant familiarity with accounting guidance related to derivatives and hedging; accounting or cpa required minimum of 3 years of big 4 accounting experience or fcm accounting experience familiarity with futures exchange / cftc / nfa rules and regulations as they apply to a registered futures commission merchant familiarity with accounting guidance related to derivatives and hedging; accounting or cpa required minimum of 3 years of big 4 accounting experience or fcm accounting experience familiarity with futures exchange / cftc / nfa rules and regulations as they apply to a registered futures commission merchant familiarity with accounting guidance related to derivatives and hedging,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accountant-korean-speaking-presto/104414,Web3 Accountant (Korean Speaking) in Singapore,Presto,Finance / Economics / Business,accountancy / acca level 3 minimum 2 years of relevant accounting experience ina similar position; accountancy / acca level 3 minimum 2 years of relevant accounting experience ina similar position; accountancy / acca level 3 minimum 2 years of relevant accounting experience ina similar position,"Singapore, Singapore","Singapore, Singapore",,Singapore,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-metawealth/105937,Web3 Accountant $84k - $90k in Bucharest,MetaWealth,Finance / Economics / Business,accounting; accounting; accounting; accounting; accounting; accounting,"Bucharest, Romania","Bucharest, Romania",,Romania,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-seedify-fund/116643,Web3 Accountant $84k - $88k in Amsterdam,Seedify,Finance / Economics / Business,accounting; accounting; accounting,"Amsterdam, Netherlands","Amsterdam, Netherlands",,Netherlands,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accountant-telcoin/105363,Web3 Accountant $81k - $85k Remote,Telcoin,Finance / Economics / Business,accounting; accounting; accounting,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accounting-admin-executive-shenzhen-based-finoverse/104423,Web3 Accounting & Admin Executive (Shenzhen-based) $102k - $165k in Shenzhen,Finoverse,Finance / Economics / Business,finance; finance; finance,"Shenzhen, China","Shenzhen, China",,China,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-and-finance-executive-senior-executive-binance/139132,Web3 Accounting and Finance Executive/ Senior Executive in Istanbul,Binance,,,"Istanbul, Turkey","Istanbul, Turkey",,Turkey,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-and-fp-a-analyst-digital-assets-keyrock/104577,Web3 Accounting and FP&A Analyst - Digital Assets $72k - $90k in Brussels,Keyrock,Other / Unspecified,accountancy or is preferred; accountancy or is preferred; accountancy or is preferred; london; accountancy or is preferred; london; london; london; accountancy or is preferred,"Brussels, Belgium","Brussels, Belgium",,Belgium,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-intern-figure/10452,Web3 Accounting Intern in Reno,Figure,Finance / Economics / Business; Other / Unspecified,accounting; accounting; accounting; class to life; class to life; class to life,"Reno, NV, United States","Reno, NV, United States",NV,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-junior-associate-bitpanda/138524,Web3 Accounting Junior Associate $90k - $102k Remote,Bitpanda,,,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accounting-manager-12-months-contract-binance/112288,Web3 Accounting Manager (12 months contract) in Taipei,Binance,Other / Unspecified,accountancy; accountancy; accountancy; accountancy; accountancy,"Taipei, Taiwan","Taipei, Taiwan",,Taiwan,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-manager-blockchain/103701,Web3 Accounting Manager $76k - $88k Remote,Blockchain,Finance / Economics / Business,accounting; accounting; accounting,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accounting-manager-falconx/78436,Web3 Accounting Manager in New York,Falconx,,,"New York, NY, United States","New York, NY, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-manager-hivemind-capital/127236,Web3 Accounting Manager $135k - $150k in New York,Hivemind Capital Partners,Finance / Economics / Business,accounting; accounting; accounting,"New York, NY, United States","New York, NY, United States",NY,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-manager-inventory-accounting-burklandassociates/138853,Web3 Accounting Manager - Inventory Accounting $75k - $90k Remote,Burkland Associates,Finance / Economics / Business,accounting and a passion for helping venture backed consumer startups succeed; management whether that; business; accounting and a passion for helping venture backed consumer startups succeed; management whether that s a function or a team; business; accounting and a passion for helping venture backed consumer startups succeed; management whether that; business,United States,,,United States,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-manager-revenue-alchemy/138130,"Web3 Accounting Manager, Revenue $85k - $88k Remote",Alchemy,Finance / Economics / Business,accounting; accounting; accounting,Remote,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accounting-regulatory-senior-specialist-bitso/103556,Web3 Accounting & Regulatory Senior Specialist MÃ©xico,Bitso,Finance / Economics / Business; Law / Legal; Other / Unspecified,accounting; accounting; financial services; both top tier law firms and in house roles; financial services; legal; business administration; accounting; accounting or; fast paced,"Cayman Islands, Cayman Islands","Cayman Islands, Cayman Islands",,Cayman Islands,TELECOMMUTE,true,Anywhere,jsonld
https://web3.career/accounting-specialist-roofstacks/102632,Web3 Accounting Specialist $76k - $85k İstanbul,RoofStacks,,,stanbul,,,,TELECOMMUTE,true,Anywhere,title
https://web3.career/accounts-manager-mumbai-kolkata-chennai-hyderabad-unlimit/106130,"Web3 Accounts Manager (Mumbai, Kolkata, Chennai Hyderabad) $79k - $110k in Gurgaon",Unlimit,,,"Gurgaon, India","Gurgaon, India",,India,TELECOMMUTE,true,Anywhere,jsonld
